cleaned_question,predicted_label,classification_confidence,source,reason
Xamarin Forms iOS status bar text color?,Communication,0.4715,StackPulse,Low semantic confidence (<0.50)
TypeError: (...).sideNav is not a function?,Problem Solving,0.3495,StackPulse,Low semantic confidence (<0.50)
React Native iOS and Android folders not present?,Role-Specific Skills,0.7447,StackPulse,Moderate confidence review queue (0.50-0.75)
Find and replace in Visual Studio code in a selection?,Leadership,0.558,StackPulse,Moderate confidence review queue (0.50-0.75)
What is the TypeScript return type of a React stateless component?,Role-Specific Skills,0.5882,StackPulse,Moderate confidence review queue (0.50-0.75)
Telegram Bots: Encoding Plus Character / Plus Sign?,Role-Specific Skills,0.5721,StackPulse,Moderate confidence review queue (0.50-0.75)
GeoDjango on Windows: Try setting GDAL_LIBRARY_PATH in your settings?,Problem Solving,0.6381,StackPulse,Moderate confidence review queue (0.50-0.75)
How to download a file from s3 using provided url?,Communication,0.4718,StackPulse,Low semantic confidence (<0.50)
Animate visibility of a view from gone to visible with animation?,Technical Knowledge,0.4699,StackPulse,Low semantic confidence (<0.50)
RSelenium: server signals port is already in use?,Problem Solving,0.3682,StackPulse,Low semantic confidence (<0.50)
Why disable dropout during validation and testing?,Problem Solving,0.3923,StackPulse,Low semantic confidence (<0.50)
Ionic2 Popover Change Width?,Role-Specific Skills,0.6152,StackPulse,Moderate confidence review queue (0.50-0.75)
Why only outdated version of NPM is available on Debian/Ubuntu?,Technical Knowledge,0.4405,StackPulse,Low semantic confidence (<0.50)
"How can I downgrade my ionic cli to the previous version, I had?",Leadership,0.5152,StackPulse,Moderate confidence review queue (0.50-0.75)
How can I list duplicate values out of a table?,Leadership,0.4605,StackPulse,Low semantic confidence (<0.50)
"After installing bulma through NPM, how can I refer it in my project?",Role-Specific Skills,0.5054,StackPulse,Moderate confidence review queue (0.50-0.75)
Angular 4 get headers from API response?,Role-Specific Skills,0.6204,StackPulse,Moderate confidence review queue (0.50-0.75)
How to create GridView Layout in Flutter?,Leadership,0.5342,StackPulse,Moderate confidence review queue (0.50-0.75)
Angular-cli : How to ignore class names from being minified?,Role-Specific Skills,0.5533,StackPulse,Moderate confidence review queue (0.50-0.75)
How to Enter Placeholder Text Within Html.TextBoxFor in C# / MVC 4?,Communication,0.3474,StackPulse,Low semantic confidence (<0.50)
How to connect Power BI Desktop to remote MySql server that requires authentication?,Role-Specific Skills,0.3674,StackPulse,Low semantic confidence (<0.50)
"How can I represent a ""many to many"" relation with Android Room when column names are same?",Technical Knowledge,0.4911,StackPulse,Low semantic confidence (<0.50)
TypeError: firebase.messaging is not a function in node.js?,Communication,0.6668,StackPulse,Moderate confidence review queue (0.50-0.75)
How to ensure UWP app is always full screen on launch?,Role-Specific Skills,0.6482,StackPulse,Moderate confidence review queue (0.50-0.75)
How to disable/hide woocommerce single product page?,Role-Specific Skills,0.3709,StackPulse,Low semantic confidence (<0.50)
Converting DDMMYYYY with dateutil.parser?,Leadership,0.3045,StackPulse,Low semantic confidence (<0.50)
Search a table in all databases in hive?,Technical Knowledge,0.6182,StackPulse,Moderate confidence review queue (0.50-0.75)
How to read image file from S3 bucket directly into memory?,Technical Knowledge,0.4394,StackPulse,Low semantic confidence (<0.50)
How to count the number of characters at the start of a string?,Technical Knowledge,0.3595,StackPulse,Low semantic confidence (<0.50)
GLIBCXX_3.4.21 not found on CentOS 7?,Problem Solving,0.7086,StackPulse,Moderate confidence review queue (0.50-0.75)
How to show html entity using React?,Role-Specific Skills,0.7025,StackPulse,Moderate confidence review queue (0.50-0.75)
PostgreSQL error initdb: command not found?,Role-Specific Skills,0.3249,StackPulse,Low semantic confidence (<0.50)
How to add an extra middle step into a list comprehension?,Leadership,0.5868,StackPulse,Moderate confidence review queue (0.50-0.75)
"Error npm is known not to run on Node.js v10.24.1 and how to fix it, don't update to the latest version?",Problem Solving,0.371,StackPulse,Low semantic confidence (<0.50)
Uncaught TypeError: dispatcher.useSyncExternalStore is not a function?,Communication,0.3552,StackPulse,Low semantic confidence (<0.50)
Error encrypting message: Private key is not decrypted?,Problem Solving,0.5246,StackPulse,Moderate confidence review queue (0.50-0.75)
Nightmare.js conditional browsing?,Technical Knowledge,0.2749,StackPulse,Low semantic confidence (<0.50)
"How to enable ""Share publicly"" when uploading a file to Firebase storage?",Role-Specific Skills,0.5134,StackPulse,Moderate confidence review queue (0.50-0.75)
How can I compute element-wise conditionals on batches in TensorFlow?,Role-Specific Skills,0.581,StackPulse,Moderate confidence review queue (0.50-0.75)
"ASP .NET WebApi Security: Confusions with HMAC, OAuth, IdentityServer, Auth0?",Role-Specific Skills,0.5858,StackPulse,Moderate confidence review queue (0.50-0.75)
Updating complication with Swift 3 and background task?,Leadership,0.3002,StackPulse,Low semantic confidence (<0.50)
AnnotationConfigNonEmbeddedWebApplicationContext has not been refreshed yet?,Problem Solving,0.676,StackPulse,Moderate confidence review queue (0.50-0.75)
Why can't I install lldb in Android Studio?,Problem Solving,0.3498,StackPulse,Low semantic confidence (<0.50)
Python: Adding hours to pandas timestamp?,Problem Solving,0.5413,StackPulse,Moderate confidence review queue (0.50-0.75)
Select destination variable for click parser?,Technical Knowledge,0.5009,StackPulse,Moderate confidence review queue (0.50-0.75)
TypeError: _webpack2.default.optimize.OccurenceOrderPlugin is not a function?,Problem Solving,0.5393,StackPulse,Moderate confidence review queue (0.50-0.75)
How can I audit git rerere's resolutions?,Role-Specific Skills,0.423,StackPulse,Low semantic confidence (<0.50)
Make a Slider control with multiple nodes in JavaFX?,Role-Specific Skills,0.3466,StackPulse,Low semantic confidence (<0.50)
How to create Custom UIMenuController with only custom items other than default?,Leadership,0.6814,StackPulse,Moderate confidence review queue (0.50-0.75)
"How can I slice a dataframe by timestamp, when timestamp isn't classified as index?",Problem Solving,0.3612,StackPulse,Low semantic confidence (<0.50)
RuntimeWarning: invalid value encountered in double_scalars app.launch_new_instance()?,Problem Solving,0.6213,StackPulse,Moderate confidence review queue (0.50-0.75)
Bquote does not work in facet_grid labels in ggplot2 version 2.1?,Role-Specific Skills,0.6311,StackPulse,Moderate confidence review queue (0.50-0.75)
How to simulate _moz_resizing in Chrome or Edge?,Role-Specific Skills,0.6236,StackPulse,Moderate confidence review queue (0.50-0.75)
IPTables rate limit per destination IP and port?,Technical Knowledge,0.5562,StackPulse,Moderate confidence review queue (0.50-0.75)
Convert a sparse matrix to a full matrix - R?,Problem Solving,0.688,StackPulse,Moderate confidence review queue (0.50-0.75)
Is there any documentation or example of using for Symfony/Cache component?,Role-Specific Skills,0.5204,StackPulse,Moderate confidence review queue (0.50-0.75)
Collecting SMTP server using Mailkit with Mimekit?,Role-Specific Skills,0.7215,StackPulse,Moderate confidence review queue (0.50-0.75)
How do I access the first character of a string in Rust?,Technical Knowledge,0.686,StackPulse,Moderate confidence review queue (0.50-0.75)
GCC: Getting ld: symbol(s) not found for architecture x86_64 error on OS X 10.11.5?,Problem Solving,0.6129,StackPulse,Moderate confidence review queue (0.50-0.75)
How does pandas calculate skew?,Technical Knowledge,0.5113,StackPulse,Moderate confidence review queue (0.50-0.75)
JPA JoinColumn annotation with One To One relationship?,Communication,0.4265,StackPulse,Low semantic confidence (<0.50)
How do I customize y-axis labels on a Chart.js line chart?,Role-Specific Skills,0.5125,StackPulse,Moderate confidence review queue (0.50-0.75)
Seaborn despine() brings back the ytick labels?,Technical Knowledge,0.6185,StackPulse,Moderate confidence review queue (0.50-0.75)
A few questions about CRC basics?,Technical Knowledge,0.7129,StackPulse,Moderate confidence review queue (0.50-0.75)
Motion manager not working?,Problem Solving,0.5797,StackPulse,Moderate confidence review queue (0.50-0.75)
Angular 2 chart - change point radius?,Role-Specific Skills,0.5234,StackPulse,Moderate confidence review queue (0.50-0.75)
Max margin loss in TensorFlow?,Problem Solving,0.63,StackPulse,Moderate confidence review queue (0.50-0.75)
Log level in Jerseys new LoggingFeature?,Leadership,0.6124,StackPulse,Moderate confidence review queue (0.50-0.75)
Handling mixed object arrays in Serde?,Role-Specific Skills,0.654,StackPulse,Moderate confidence review queue (0.50-0.75)
Using Content URI with ACTION_VIDEO_CAPTURE?,Role-Specific Skills,0.5269,StackPulse,Moderate confidence review queue (0.50-0.75)
How to add a line on x-axis on a horizontal bar chart in d3?,Leadership,0.6023,StackPulse,Moderate confidence review queue (0.50-0.75)
How to organize a long SQL statement written in Javascript/Node?,Technical Knowledge,0.428,StackPulse,Low semantic confidence (<0.50)
R : Updating an entry in mongodb using mongolite?,Role-Specific Skills,0.4587,StackPulse,Low semantic confidence (<0.50)
Choosing between /dev/tty.usbserial vs /dev/cu.usbserial?,Technical Knowledge,0.4027,StackPulse,Low semantic confidence (<0.50)
Hide source code from build executable in electron-app?,Role-Specific Skills,0.631,StackPulse,Moderate confidence review queue (0.50-0.75)
Two-way SSL or One-way SSL when its one way rest call?,Role-Specific Skills,0.653,StackPulse,Moderate confidence review queue (0.50-0.75)
What are the front-end data modeling best practices for translating complex nested SQL associations into manageable services?,Technical Knowledge,0.5419,StackPulse,Moderate confidence review queue (0.50-0.75)
Service Fabric tooling for Visual Studio 2015 Update 2 seems to be broken?,Role-Specific Skills,0.4198,StackPulse,Low semantic confidence (<0.50)
Publishing from Author to Public in Magnolia CMS?,Role-Specific Skills,0.5544,StackPulse,Moderate confidence review queue (0.50-0.75)
Subscription not registered to use namespace 'Microsoft.Network'?,Problem Solving,0.5261,StackPulse,Moderate confidence review queue (0.50-0.75)
"About ""tensorflow.initialize_all_variables()""?",Role-Specific Skills,0.4637,StackPulse,Low semantic confidence (<0.50)
Implementing events Spinner with Butter Knife?,Technical Knowledge,0.3625,StackPulse,Low semantic confidence (<0.50)
How do I train an SVM classifier using HOG features in OpenCV 3.0 in Python?,Role-Specific Skills,0.4055,StackPulse,Low semantic confidence (<0.50)
Angular 2 return html instead of string?,Leadership,0.3637,StackPulse,Low semantic confidence (<0.50)
VisitDecl vs. TraverseDecl (Clang RecursiveASTVisitor)?,Technical Knowledge,0.6515,StackPulse,Moderate confidence review queue (0.50-0.75)
Using nogil with cpdef class method in cython?,Problem Solving,0.3647,StackPulse,Low semantic confidence (<0.50)
JavaFX property remove listener not working?,Communication,0.4824,StackPulse,Low semantic confidence (<0.50)
Supertest Expect Not Asserting Status Codes Correctly?,Role-Specific Skills,0.449,StackPulse,Low semantic confidence (<0.50)
Select all fields from table A but single field from B?,Communication,0.4597,StackPulse,Low semantic confidence (<0.50)
How to turn off code coverage for phpunit 5.4+?,Problem Solving,0.4103,StackPulse,Low semantic confidence (<0.50)
"Why is there no ""byte"" kind in the reflect package?",Technical Knowledge,0.726,StackPulse,Moderate confidence review queue (0.50-0.75)
Randomness in Spring Bean creation when there is circular bean dependency?,Role-Specific Skills,0.4264,StackPulse,Low semantic confidence (<0.50)
GraphQL object property should be a list of strings?,Technical Knowledge,0.4741,StackPulse,Low semantic confidence (<0.50)
SSE: unaligned load and store that crosses page boundary?,Role-Specific Skills,0.4529,StackPulse,Low semantic confidence (<0.50)
How to run sql script with Entity Framework in .NET Core 1.0?,Role-Specific Skills,0.3876,StackPulse,Low semantic confidence (<0.50)
Ios address bar triggered when angular ui router state changes?,Role-Specific Skills,0.3239,StackPulse,Low semantic confidence (<0.50)
